Rank_,PK,Name,Platform,Year_,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
989,989-Metroid II: Return of Samus-GB-1991,Metroid II: Return of Samus,GB,1991,Adventure,Nintendo,0.85,0.31,0.56,0.04,1.76
990,990-WWF Attitude-PS-1998,WWF Attitude,PS,1998,Fighting,Acclaim Entertainment,1.27,0.42,0,0.07,1.76
991,991-The SpongeBob SquarePants Movie-PS2-2004,The SpongeBob SquarePants Movie,PS2,2004,Platform,THQ,1.06,0.54,0,0.16,1.76
992,992-Golden Sun-GBA-2001,Golden Sun,GBA,2001,Role-Playing,Nintendo,0.93,0.38,0.4,0.06,1.76
993,993-Sonic the Hedgehog 3-GEN-1994,Sonic the Hedgehog 3,GEN,1994,Platform,Sega,1.02,0.47,0.2,0.07,1.76
994,994-Kid Icarus-NES-1986,Kid Icarus,NES,1986,Platform,Nintendo,0.53,0.12,1.09,0.02,1.76
995,995-Def Jam: Fight for NY-PS2-2004,Def Jam: Fight for NY,PS2,2004,Fighting,Electronic Arts,0.86,0.67,0,0.22,1.76
996,996-Tom Clancy's Ghost Recon-XB-2002,Tom Clancy's Ghost Recon,XB,2002,Shooter,Ubisoft,1.23,0.46,0,0.07,1.76
997,997-State of Emergency-PS2-2002,State of Emergency,PS2,2002,Action,Take-Two Interactive,0.86,0.67,0,0.22,1.76
998,998-BioShock Infinite-PS3-2013,BioShock Infinite,PS3,2013,Shooter,Take-Two Interactive,0.72,0.69,0.04,0.31,1.76
999,999-Hitman: Absolution-X360-2012,Hitman: Absolution,X360,2012,Action,Square Enix,0.68,0.9,0.01,0.17,1.76
1000,1000-2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures-GBA-2007,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,GBA,2007,Action,THQ,1.26,0.47,0,0.03,1.76
1001,1001-Call of Duty: Black Ops 3-X360-2015,Call of Duty: Black Ops 3,X360,2015,Shooter,Activision,1.11,0.48,0,0.16,1.76
1002,1002-The Urbz: Sims in the City-PS2-2004,The Urbz: Sims in the City,PS2,2004,Simulation,Electronic Arts,0.52,0.95,0,0.29,1.76
1003,1003-FIFA Soccer 08-PS3-2007,FIFA Soccer 08,PS3,2007,Sports,Electronic Arts,0.35,1.07,0.02,0.32,1.76
1004,1004-Star Wars: Starfighter-PS2-2001,Star Wars: Starfighter,PS2,2001,Simulation,Activision,0.61,0.87,0.02,0.26,1.76
1005,1005-Madden NFL 2000-PS-1998,Madden NFL 2000,PS,1998,Sports,Electronic Arts,1.68,0.04,0,0.04,1.75
1006,1006-Kingdom Hearts-PS3-2013,Kingdom Hearts,PS3,2013,Role-Playing,Square Enix,0.9,0.37,0.25,0.24,1.75
1007,1007-Star Wars: Battlefront-XB-2004,Star Wars: Battlefront,XB,2004,Shooter,Activision,1.24,0.45,0,0.07,1.75
1008,1008-Pro Evolution Soccer-PS2-2001,Pro Evolution Soccer,PS2,2001,Sports,Konami Digital Entertainment,0.06,0.9,0.53,0.27,1.75
1009,1009-Crackdown-X360-2007,Crackdown,X360,2007,Shooter,Microsoft Game Studios,1,0.54,0.03,0.18,1.75
1010,1010-Yoshi-NES-1991,Yoshi,NES,1991,Puzzle,Nintendo,0.7,0.13,0.91,0.01,1.75
1011,1011-Disney's Aladdin-SNES-1993,Disney's Aladdin,SNES,1993,Platform,Capcom,0.94,0.34,0.21,0.27,1.75
1012,1012-Kirby's Adventure-NES-1993,Kirby's Adventure,NES,1993,Platform,Nintendo,0.79,0.14,0.8,0.02,1.75
1013,1013-Cooking Mama 3: Shop & Chop-DS-2009,Cooking Mama 3: Shop & Chop,DS,2009,Simulation,505 Games,0.83,0.66,0.08,0.18,1.75
1014,1014-Dance Dance Revolution X-PS2-2008,Dance Dance Revolution X,PS2,2008,Simulation,Konami Digital Entertainment,0.85,0.66,0.01,0.22,1.75
1015,1015-2 Games in 1: Disney Princess & The Lion King-GBA-2004,2 Games in 1: Disney Princess & The Lion King,GBA,2004,Misc,THQ,1.25,0.46,0,0.03,1.75
1016,1016-Star Wars Episode I: The Phantom Menace-PS-1999,Star Wars Episode I: The Phantom Menace,PS,1999,Adventure,LucasArts,0.72,0.89,0.04,0.1,1.74
1017,1017-Xenosaga Episode I: Der Wille zur Macht-PS2-2002,Xenosaga Episode I: Der Wille zur Macht,PS2,2002,Role-Playing,Namco Bandai Games,0.63,0.49,0.45,0.17,1.74
1018,1018-Portal 2-PS3-2011,Portal 2,PS3,2011,Shooter,Valve,0.83,0.63,0.02,0.25,1.74
1019,1019-The Beatles: Rock Band-Wii-2009,The Beatles: Rock Band,Wii,2009,Misc,MTV Games,1.19,0.4,0,0.16,1.74
1020,1020-Forza Motorsport 6-XOne-2015,Forza Motorsport 6,XOne,2015,Racing,Microsoft Game Studios,0.69,0.89,0.03,0.14,1.74
1021,1021-Sonic Colors-Wii-2010,Sonic Colors,Wii,2010,Platform,Sega,0.96,0.61,0.01,0.16,1.74
1022,1022-Cruis'n USA-N64-1996,Cruis'n USA,N64,1996,Racing,Nintendo,1.69,0.04,0,0.01,1.74
1023,1023-Madden NFL 99-PS-1998,Madden NFL 99,PS,1998,Sports,Electronic Arts,1.66,0.04,0,0.04,1.74
1024,1024-Diablo III-PS4-2014,Diablo III,PS4,2014,Role-Playing,Activision,0.49,0.88,0.06,0.3,1.74
1025,1025-Uncharted: Golden Abyss-PSV-2011,Uncharted: Golden Abyss,PSV,2011,Shooter,Sony Computer Entertainment,0.59,0.75,0.13,0.27,1.74
1026,1026-Destiny-PS3-2014,Destiny,PS3,2014,Shooter,Activision,0.67,0.66,0.12,0.27,1.73
1027,1027-SSX Tricky-PS2-2001,SSX Tricky,PS2,2001,Sports,Electronic Arts,0.85,0.66,0,0.22,1.73
1028,1028-Overwatch-PS4-2016,Overwatch,PS4,2016,Shooter,Activision,0.64,0.68,0.14,0.26,1.73
1029,1029-Twisted Metal III-PS-1998,Twisted Metal III,PS,1998,Action,989 Studios,1.48,0.2,0,0.05,1.73
1030,1030-Harry Potter and the Sorcerer's Stone-GB-2001,Harry Potter and the Sorcerer's Stone,GB,2001,Action,Electronic Arts,0.94,0.62,0.1,0.07,1.73
1031,1031-Disney Infinity-Wii-2013,Disney Infinity,Wii,2013,Action,Disney Interactive Studios,1.15,0.44,0,0.14,1.73
1032,1032-Crash Bandicoot: The Huge Adventure-GBA-2002,Crash Bandicoot: The Huge Adventure,GBA,2002,Platform,Universal Interactive,0.95,0.7,0,0.08,1.73
1033,1033-Dishonored-X360-2012,Dishonored,X360,2012,Action,Bethesda Softworks,1.06,0.52,0.01,0.14,1.73
1034,1034-Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City-PS2-2003,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,PS2,2003,Action,Take-Two Interactive,0.85,0.66,0,0.22,1.72
1035,1035-The Order: 1886-PS4-2015,The Order: 1886,PS4,2015,Shooter,Sony Computer Entertainment,0.61,0.78,0.06,0.27,1.72
1036,1036-The Elder Scrolls Online-PS4-2015,The Elder Scrolls Online,PS4,2015,Role-Playing,Bethesda Softworks,0.66,0.78,0,0.28,1.72
1037,1037-Call of Duty: World at War Final Fronts-PS2-2008,Call of Duty: World at War Final Fronts,PS2,2008,Shooter,Activision,0.61,0.18,0,0.94,1.72
1038,1038-Imagine: Teacher-DS-2008,Imagine: Teacher,DS,2008,Simulation,Ubisoft,0.7,0.83,0,0.19,1.72
1039,1039-Call of Duty: Modern Warfare 3-PC-2011,Call of Duty: Modern Warfare 3,PC,2011,Shooter,Activision,0.41,0.98,0,0.33,1.72
1040,1040-Madden NFL 2005-XB-2004,Madden NFL 2005,XB,2004,Sports,Electronic Arts,1.61,0.03,0,0.08,1.72
1041,1041-Star Ocean: Till The End of Time-PS2-2003,Star Ocean: Till The End of Time,PS2,2003,Role-Playing,Ubisoft,0.8,0.21,0.55,0.15,1.72
1042,1042-The Sims 3: Late Night Expansion Pack-PC-2010,The Sims 3: Late Night Expansion Pack,PC,2010,Simulation,Electronic Arts,0.59,0.87,0,0.25,1.71
1043,1043-Game Party 3-Wii-2009,Game Party 3,Wii,2009,Puzzle,Warner Bros. Interactive Entertainment,1.43,0.16,0,0.12,1.71
1044,1044-Toy Story 2: Buzz Lightyear to the Rescue!-PS-1998,Toy Story 2: Buzz Lightyear to the Rescue!,PS,1998,Platform,Activision,0.99,0.64,0,0.08,1.71
1045,1045-Deal or No Deal-DS-2007,Deal or No Deal,DS,2007,Misc,Mindscape,1.15,0.41,0,0.15,1.71
1046,1046-Ace Combat 5: The Unsung War-PS2-2004,Ace Combat 5: The Unsung War,PS2,2004,Simulation,Sony Computer Entertainment Europe,0.88,0.34,0.32,0.18,1.71
1047,1047-Need for Speed Underground-XB-2003,Need for Speed Underground,XB,2003,Racing,Electronic Arts,1.09,0.55,0,0.07,1.71
1048,1048-Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS-DS-2006,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,DS,2006,Misc,Nintendo,0,0,1.71,0,1.71
1049,1049-Tetris Worlds-GBA-2001,Tetris Worlds,GBA,2001,Puzzle,THQ,1.25,0.39,0,0.06,1.71
1050,1050-Cabela's Big Game Hunter 2010-Wii-2009,Cabela's Big Game Hunter 2010,Wii,2009,Sports,Activision Value,1.58,0,0,0.12,1.7
1051,1051-The Crew-PS4-2014,The Crew,PS4,2014,Racing,Ubisoft,0.34,1.08,0.03,0.26,1.7
1052,1052-FIFA Soccer 10-PS2-2009,FIFA Soccer 10,PS2,2009,Sports,Electronic Arts,0.23,0.24,0,1.23,1.7
1053,1053-We Ski-Wii-2008,We Ski,Wii,2008,Sports,Namco Bandai Games,0.99,0.42,0.14,0.15,1.7
1054,1054-Personal Trainer: Math-DS-2007,Personal Trainer: Math,DS,2007,Puzzle,Nintendo,0.49,1.12,0,0.09,1.7
1055,1055-Kirby's Return to Dreamland-Wii-2011,Kirby's Return to Dreamland,Wii,2011,Platform,Nintendo,0.62,0.21,0.79,0.08,1.7
1056,1056-Super Puyo Puyo-SNES-1993,Super Puyo Puyo,SNES,1993,Puzzle,Banpresto,0,0,1.69,0.01,1.7
1057,1057-Ben 10: Protector of Earth-DS-2007,Ben 10: Protector of Earth,DS,2007,Action,D3Publisher,0.69,0.83,0,0.19,1.7
1058,1058-NCAA Football 07-PS2-2006,NCAA Football 07,PS2,2006,Sports,Electronic Arts,1.41,0.05,0,0.23,1.7
1059,1059-SOCOM 3: U.S. Navy SEALs-PS2-2005,SOCOM 3: U.S. Navy SEALs,PS2,2005,Shooter,Sony Computer Entertainment,1.22,0.34,0.04,0.1,1.69
1060,1060-NBA 2K15-XOne-2014,NBA 2K15,XOne,2014,Sports,Take-Two Interactive,1.36,0.18,0,0.15,1.69
1061,1061-Saints Row 2-PS3-2008,Saints Row 2,PS3,2008,Action,THQ,0.88,0.54,0.02,0.25,1.69
1062,1062-Saints Row IV-X360-2013,Saints Row IV,X360,2013,Action,Deep Silver,1.01,0.53,0.01,0.14,1.69
1063,1063-Jampack Winter '99-PS-1999,Jampack Winter '99,PS,1999,Misc,Sony Computer Entertainment,0.94,0.64,0,0.11,1.69
1064,1064-Dragon Age: Origins-PS3-2009,Dragon Age: Origins,PS3,2009,Role-Playing,Electronic Arts,0.96,0.44,0.08,0.22,1.69
1065,1065-FIFA 16-X360-2015,FIFA 16,X360,2015,Sports,Electronic Arts,0.55,1.01,0,0.13,1.69
1066,1066-WCW vs. nWo: World Tour-N64-1997,WCW vs. nWo: World Tour,N64,1997,Fighting,THQ,1.37,0.28,0.03,0.02,1.69
1067,1067-WCW/NWO Thunder-PS-1998,WCW/NWO Thunder,PS,1998,Fighting,THQ,1.1,0.48,0.04,0.07,1.69
1068,1068-Harry Potter and the Sorcerer's Stone-GBA-2001,Harry Potter and the Sorcerer's Stone,GBA,2001,Action,Electronic Arts,0.87,0.66,0.08,0.08,1.69
1069,1069-Need For Speed: Undercover-X360-2008,Need For Speed: Undercover,X360,2008,Racing,Electronic Arts,0.79,0.71,0.01,0.18,1.69
1070,1070-Dragon Ball Z: The Legacy of Goku-GBA-2002,Dragon Ball Z: The Legacy of Goku,GBA,2002,Role-Playing,Infogrames,1.52,0.12,0,0.05,1.69
1071,1071-Sid Meier's Civilization V-PC-2010,Sid Meier's Civilization V,PC,2010,Strategy,Take-Two Interactive,0.98,0.52,0,0.19,1.69
1072,1072-Resident Evil 4-GC-2005,Resident Evil 4,GC,2005,Action,Capcom,0.98,0.42,0.22,0.06,1.69
1073,1073-Call of Duty Black Ops: Declassified-PSV-2012,Call of Duty Black Ops: Declassified,PSV,2012,Action,Activision,0.8,0.52,0.07,0.3,1.69
1074,1074-Star Wars Battlefront: Renegade Squadron-PSP-2007,Star Wars Battlefront: Renegade Squadron,PSP,2007,Shooter,LucasArts,0.9,0.47,0,0.32,1.68
1075,1075-World Championship Poker: Featuring Howard Lederer - All In-PS2-2006,World Championship Poker: Featuring Howard Lederer - All In,PS2,2006,Misc,Oxygen Interactive,0.82,0.64,0,0.22,1.68
1076,1076-NFL GameDay 98-PS-1997,NFL GameDay 98,PS,1997,Sports,Sony Computer Entertainment,1.58,0.06,0,0.04,1.68
1077,1077-LEGO Batman 2: DC Super Heroes-X360-2012,LEGO Batman 2: DC Super Heroes,X360,2012,Action,Warner Bros. Interactive Entertainment,0.9,0.64,0,0.15,1.68
1078,1078-Yoshi's Cookie-GB-1992,Yoshi's Cookie,GB,1992,Puzzle,Nintendo,0.59,0.24,0.82,0.03,1.68
1079,1079-Time Crisis-PS-1997,Time Crisis,PS,1997,Shooter,Namco Bandai Games,0.38,0.87,0.33,0.1,1.68
1080,1080-The Sims: Superstar-PC-2003,The Sims: Superstar,PC,2003,Simulation,Electronic Arts,1.67,0,0,0,1.68
1081,1081-Star Wars The Clone Wars: Lightsaber Duels-Wii-2008,Star Wars The Clone Wars: Lightsaber Duels,Wii,2008,Action,LucasArts,1.23,0.3,0,0.14,1.68
1082,1082-MySims-Wii-2007,MySims,Wii,2007,Simulation,Electronic Arts,0.91,0.55,0.04,0.17,1.68
1083,1083-Metroid Fusion-GBA-2002,Metroid Fusion,GBA,2002,Action,Nintendo,1.18,0.27,0.17,0.06,1.68
1084,1084-Shaun White Snowboarding: Road Trip-Wii-2008,Shaun White Snowboarding: Road Trip,Wii,2008,Sports,Ubisoft,0.94,0.57,0,0.17,1.67
1085,1085-SSX 3-PS2-2003,SSX 3,PS2,2003,Sports,Electronic Arts,0.93,0.52,0,0.22,1.67
1086,1086-Big Beach Sports-Wii-2008,Big Beach Sports,Wii,2008,Sports,THQ,0.45,1.02,0,0.2,1.67
1087,1087-Madden NFL 2001-PS-2000,Madden NFL 2001,PS,2000,Sports,Electronic Arts,1.58,0.05,0,0.04,1.67
1088,1088-Fight Night Round 3-PS3-2006,Fight Night Round 3,PS3,2006,Fighting,Electronic Arts,0.81,0.59,0.01,0.26,1.67
1089,1089-Knack-PS4-2013,Knack,PS4,2013,Platform,Sony Computer Entertainment Europe,0.43,0.67,0.42,0.15,1.67
1090,1090-Star Wars: Battlefront II-XB-2005,Star Wars: Battlefront II,XB,2005,Shooter,Activision,1.22,0.39,0,0.06,1.67
1091,1091-Disney's DuckTales-NES-1989,Disney's DuckTales,NES,1989,Platform,Capcom,0.91,0.3,0.42,0.04,1.67
1092,1092-Tony Hawk's Pro Skater 3-PS-2001,Tony Hawk's Pro Skater 3,PS,2001,Sports,Activision,1.09,0.49,0.02,0.07,1.67
1093,"1093-Monsters, Inc.-GBA-2001","Monsters, Inc.",GBA,2001,Adventure,THQ,0.59,0.95,0.03,0.1,1.67
1094,1094-StarCraft II: Heart of the Swarm-PC-2013,StarCraft II: Heart of the Swarm,PC,2013,Strategy,Activision,0.82,0.65,0,0.19,1.67
1095,1095-PGR: Project Gotham Racing 2-XB-2003,PGR: Project Gotham Racing 2,XB,2003,Racing,Microsoft Game Studios,0.97,0.59,0.04,0.07,1.67
1096,1096-Spy Hunter-PS2-2001,Spy Hunter,PS2,2001,Racing,Midway Games,1.13,0.32,0,0.22,1.67
1097,1097-NCAA Football 2004-PS2-2003,NCAA Football 2004,PS2,2003,Sports,Electronic Arts,1.35,0.09,0,0.23,1.67
1098,1098-SpongeBob SquarePants: Battle for Bikini Bottom-PS2-2003,SpongeBob SquarePants: Battle for Bikini Bottom,PS2,2003,Platform,THQ,1.08,0.45,0,0.14,1.67
1099,1099-Dying Light-PS4-2015,Dying Light,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.63,0.66,0.11,0.26,1.66
1100,1100-Heavenly Sword-PS3-2007,Heavenly Sword,PS3,2007,Action,Sony Computer Entertainment,0.57,0.73,0.06,0.3,1.66
1101,1101-Street Fighter II': Special Champion Edition-GEN-1992,Street Fighter II': Special Champion Edition,GEN,1992,Fighting,Sega,1,0.3,0.31,0.04,1.66
1102,1102-SSX-PS2-2000,SSX,PS2,2000,Sports,Electronic Arts,0.78,0.61,0.06,0.2,1.66
1103,1103-Max Payne 3-X360-2012,Max Payne 3,X360,2012,Shooter,Take-Two Interactive,0.86,0.64,0.01,0.14,1.66
1104,1104-NBA Ballers-PS2-2004,NBA Ballers,PS2,2004,Sports,Midway Games,0.81,0.63,0,0.21,1.66
1105,1105-Need for Speed Carbon-X360-2006,Need for Speed Carbon,X360,2006,Racing,Electronic Arts,0.76,0.7,0.02,0.18,1.66
1106,1106-NBA Live 2003-PS2-2002,NBA Live 2003,PS2,2002,Sports,Electronic Arts,1.25,0.15,0.03,0.22,1.66
1107,1107-Dragon Ball Z: Budokai Tenkaichi-PS2-2005,Dragon Ball Z: Budokai Tenkaichi,PS2,2005,Fighting,Atari,0.96,0.12,0.54,0.04,1.66
1108,1108-Ms. Pac-Man-2600-1981,Ms. Pac-Man,2600,1981,Puzzle,Atari,1.54,0.1,0,0.02,1.65
1109,1109-Mario Party 6-GC-2004,Mario Party 6,GC,2004,Misc,Nintendo,0.9,0.11,0.6,0.05,1.65
1110,1110-Super Scope 6-SNES-1991,Super Scope 6,SNES,1991,Shooter,Nintendo,1.06,0.38,0.15,0.05,1.65
1111,1111-Go Vacation-Wii-2011,Go Vacation,Wii,2011,Misc,Namco Bandai Games,0.48,0.68,0.33,0.16,1.65
1112,1112-Dragon Quest V: Tenkuu no Hanayome-PS2-2004,Dragon Quest V: Tenkuu no Hanayome,PS2,2004,Role-Playing,Enix Corporation,0,0,1.65,0,1.65
1113,1113-Army of Two-X360-2008,Army of Two,X360,2008,Shooter,Electronic Arts,1.09,0.38,0.02,0.16,1.65
1114,1114-Dragon Quest IV: Chapters of the Chosen-DS-2007,Dragon Quest IV: Chapters of the Chosen,DS,2007,Role-Playing,Square Enix,0.32,0.02,1.27,0.03,1.64
1115,1115-Kirby & the Amazing Mirror-GBA-2004,Kirby & the Amazing Mirror,GBA,2004,Platform,Nintendo,0.8,0.05,0.76,0.03,1.64
1116,1116-LEGO Pirates of the Caribbean: The Video Game-Wii-2011,LEGO Pirates of the Caribbean: The Video Game,Wii,2011,Action,Disney Interactive Studios,0.76,0.72,0,0.16,1.64
1117,1117-Dig Dug-2600-1982,Dig Dug,2600,1982,Puzzle,Atari,1.52,0.1,0,0.02,1.64
1118,1118-Tom Clancy's Rainbow Six-PS-1999,Tom Clancy's Rainbow Six,PS,1999,Shooter,Red Storm Entertainment,0.93,0.63,0,0.08,1.64
1119,1119-Ghosts 'n Goblins-NES-1986,Ghosts 'n Goblins,NES,1986,Action,Capcom,0.74,0.26,0.61,0.03,1.64
1120,1120-Tiger Woods PGA Tour 2003-PS2-2002,Tiger Woods PGA Tour 2003,PS2,2002,Sports,Electronic Arts,0.8,0.63,0,0.21,1.64
1121,1121-NBA Live 06 (All region sales)-PS2-2005,NBA Live 06 (All region sales),PS2,2005,Sports,Electronic Arts,1.44,0.15,0,0.05,1.64
1122,1122-Prince of Persia: Warrior Within-PS2-2004,Prince of Persia: Warrior Within,PS2,2004,Action,Ubisoft,0.54,0.88,0,0.22,1.64
1123,1123-Kinectimals-X360-2010,Kinectimals,X360,2010,Simulation,Microsoft Game Studios,1.02,0.48,0,0.14,1.64
1124,1124-Until Dawn-PS4-2015,Until Dawn,PS4,2015,Adventure,Sony Computer Entertainment Europe,0.44,0.89,0.05,0.25,1.64
1125,1125-ESPN NFL 2K5-XB-2004,ESPN NFL 2K5,XB,2004,Sports,Sega,1.54,0.02,0,0.07,1.63
1126,1126-Viva Pinata-X360-2006,Viva Pinata,X360,2006,Simulation,Microsoft Game Studios,0.45,0.96,0.02,0.2,1.63
1127,1127-Pikmin-GC-2001,Pikmin,GC,2001,Strategy,Nintendo,0.78,0.25,0.56,0.04,1.63
1128,1128-Call of Duty: Black Ops-PC-N/A,Call of Duty: Black Ops,PC,,Shooter,Activision,0.58,0.81,0,0.24,1.63
1129,1129-Sonic Generations-PS3-2011,Sonic Generations,PS3,2011,Platform,Sega,0.6,0.73,0.02,0.28,1.63
1130,1130-Tiger Woods PGA Tour 2004-PS2-2003,Tiger Woods PGA Tour 2004,PS2,2003,Sports,Electronic Arts,1.18,0.34,0,0.1,1.63
1131,1131-Ape Escape-PS-1999,Ape Escape,PS,1999,Platform,Sony Computer Entertainment,0.71,0.48,0.32,0.11,1.63
1132,1132-NBA 2K15-X360-2014,NBA 2K15,X360,2014,Sports,Take-Two Interactive,1.33,0.14,0,0.15,1.63
1133,1133-NCAA Football 2005-PS2-2004,NCAA Football 2005,PS2,2004,Sports,Electronic Arts,1.32,0.09,0,0.22,1.62
1134,1134-Just Cause 2-X360-2010,Just Cause 2,X360,2010,Action,Square Enix,0.59,0.85,0.02,0.17,1.62
1135,1135-Rock Band-PS3-N/A,Rock Band,PS3,,Misc,Electronic Arts,0.99,0.41,0,0.22,1.62
1136,1136-Tony Hawk's American Wasteland (Old all region sales)-PS2-2005,Tony Hawk's American Wasteland (Old all region sales),PS2,2005,Sports,Activision,0.8,0.63,0.01,0.19,1.62
1137,1137-Rage-X360-2011,Rage,X360,2011,Shooter,Bethesda Softworks,0.82,0.61,0.03,0.15,1.62
1138,1138-Mario Hoops 3 on 3-DS-2006,Mario Hoops 3 on 3,DS,2006,Sports,Nintendo,0.99,0.04,0.49,0.1,1.62
1139,1139-Kirby Air Ride-GC-2003,Kirby Air Ride,GC,2003,Racing,Nintendo,1.01,0.11,0.45,0.04,1.62
1140,1140-Sled Storm-PS-1998,Sled Storm,PS,1998,Racing,Electronic Arts,0.9,0.61,0,0.11,1.62
1141,1141-Pokemon Battle Revolution-Wii-2006,Pokemon Battle Revolution,Wii,2006,Role-Playing,Nintendo,0.8,0.38,0.3,0.13,1.61
1142,1142-NFL Street 2-PS2-2004,NFL Street 2,PS2,2004,Sports,Electronic Arts,0.79,0.62,0,0.21,1.61
1143,1143-Gears of War: Judgment-X360-2013,Gears of War: Judgment,X360,2013,Shooter,Microsoft Game Studios,0.92,0.53,0.03,0.13,1.61
1144,1144-Baseball-GB-1989,Baseball,GB,1989,Sports,Nintendo,0.66,0.27,0.65,0.03,1.61
1145,1145-Yu-Gi-Oh! Duel Monsters-GB-1998,Yu-Gi-Oh! Duel Monsters,GB,1998,Strategy,Konami Digital Entertainment,0,0,1.61,0.01,1.61
1146,1146-Super Mario Strikers-GC-2005,Super Mario Strikers,GC,2005,Sports,Nintendo,0.98,0.38,0.2,0.04,1.61
1147,1147-Buzz! The Music Quiz-PS2-2005,Buzz! The Music Quiz,PS2,2005,Misc,Sony Computer Entertainment,0,1.18,0,0.43,1.61
1148,1148-SpongeBob's Atlantis SquarePantis-DS-2007,SpongeBob's Atlantis SquarePantis,DS,2007,Action,THQ,1.5,0,0,0.11,1.61
1149,1149-Far Cry 4-XOne-2014,Far Cry 4,XOne,2014,Shooter,Ubisoft,0.79,0.68,0.01,0.13,1.61
1150,1150-Dance Dance Revolution: Hottest Party 2-Wii-2008,Dance Dance Revolution: Hottest Party 2,Wii,2008,Simulation,Konami Digital Entertainment,0.95,0.48,0.01,0.15,1.6
1151,1151-Moshi Monsters: Moshling Zoo-DS-2011,Moshi Monsters: Moshling Zoo,DS,2011,Misc,Activision,0.4,0.99,0,0.22,1.6
1152,1152-Dollar Dash-PS2-2005,Dollar Dash,PS2,2005,Action,Take-Two Interactive,1.3,0.23,0,0.07,1.6
1153,1153-Far Cry 2-X360-2008,Far Cry 2,X360,2008,Action,Ubisoft,0.71,0.69,0.02,0.18,1.6
1154,1154-F-1 World Grand Prix-N64-1998,F-1 World Grand Prix,N64,1998,Racing,Video System,0.46,0.96,0.09,0.08,1.6
1155,1155-River Raid-2600-1981,River Raid,2600,1981,Shooter,Activision,1.49,0.09,0,0.02,1.6
1156,1156-Silent Hill-PS-1999,Silent Hill,PS,1999,Action,Konami Digital Entertainment,0.71,0.48,0.3,0.1,1.6
1157,1157-Dragon Quest V: Hand of the Heavenly Bride-DS-2008,Dragon Quest V: Hand of the Heavenly Bride,DS,2008,Role-Playing,Square Enix,0.19,0.02,1.36,0.02,1.6
1158,1158-No Man's Sky-PS4-2016,No Man's Sky,PS4,2016,Action,Hello Games,0.58,0.74,0.02,0.26,1.6
1159,1159-Sonic Heroes-GC-2003,Sonic Heroes,GC,2003,Platform,Sega,1.05,0.44,0.06,0.04,1.6
1160,1160-ESPN NBA 2K5-PS2-2004,ESPN NBA 2K5,PS2,2004,Sports,Global Star,1.26,0.12,0,0.21,1.59
1161,1161-Diablo-PC-1996,Diablo,PC,1996,Role-Playing,Activision,0.01,1.58,0,0,1.59
1162,1162-The Legend of Zelda: Twilight Princess-GC-2006,The Legend of Zelda: Twilight Princess,GC,2006,Action,Nintendo,1.15,0.36,0.04,0.04,1.59
1163,1163-Soul Edge-PS-1996,Soul Edge,PS,1996,Fighting,Sony Computer Entertainment,0.61,0.41,0.46,0.1,1.59
1164,1164-Devil May Cry 4-PS3-2008,Devil May Cry 4,PS3,2008,Action,Capcom,0.58,0.46,0.34,0.21,1.59
1165,1165-Mario Bros.-2600-1982,Mario Bros.,2600,1982,Platform,Atari,1.48,0.09,0,0.02,1.59
1166,1166-Pro Evolution Soccer 2008-PS3-2007,Pro Evolution Soccer 2008,PS3,2007,Sports,Konami Digital Entertainment,0.04,1.1,0.32,0.13,1.59
1167,1167-SoulCalibur IV-X360-2008,SoulCalibur IV,X360,2008,Fighting,Ubisoft,0.92,0.44,0.07,0.15,1.59
1168,1168-LEGO Harry Potter: Years 1-4-X360-2010,LEGO Harry Potter: Years 1-4,X360,2010,Action,Warner Bros. Interactive Entertainment,0.95,0.5,0,0.14,1.59
1169,1169-NASCAR 2000-PS-1999,NASCAR 2000,PS,1999,Racing,Electronic Arts,0.88,0.6,0,0.1,1.59
1170,1170-Wolfenstein: The New Order-PS4-2014,Wolfenstein: The New Order,PS4,2014,Shooter,Bethesda Softworks,0.47,0.8,0.03,0.29,1.58
1171,1171-Carnival Games: Mini Golf-Wii-2008,Carnival Games: Mini Golf,Wii,2008,Sports,Take-Two Interactive,0.87,0.56,0,0.15,1.58
1172,1172-Guitar Hero: On Tour Decades-DS-2008,Guitar Hero: On Tour Decades,DS,2008,Misc,Activision,0.85,0.58,0,0.16,1.58
1173,1173-MySims Kingdom-DS-2008,MySims Kingdom,DS,2008,Simulation,Electronic Arts,0.81,0.6,0.01,0.17,1.58
1174,1174-Jampack Summer 2K-PS-2000,Jampack Summer 2K,PS,2000,Misc,Sony Computer Entertainment,0.88,0.6,0,0.1,1.58
1175,1175-Need for Speed: Most Wanted-X360-2012,Need for Speed: Most Wanted,X360,2012,Racing,Electronic Arts,0.62,0.8,0.01,0.15,1.58
